glycan,binding,rfu
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,29.130725000000005
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,5.9583499999999985
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,0,2.0070749999999986
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8,0,4.807324999999999
Neu5Aca2-3Galb1-4GlcNAcb-Sp0,0,2.693299999999999
Neu5Aca2-3Galb1-4GlcNAcb-Sp8,0,8.197525
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,-0.9091000000000004
Fuca1-2Galb1-4(6S)Glcb-Sp0,0,2.399799999999999
Neu5Aca2-3Galb1-4Glcb-Sp0,0,13.128825
Neu5Aca2-3Galb1-4Glcb-Sp8,0,20.219025
Neu5Aca2-6GalNAca-Sp8,0,9.197175
Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0,0,8.438975
Neu5Aca2-6Galb1-4(6S)GlcNAcb-Sp8,0,11.600074999999995
Neu5Aca2-6Galb1-4GlcNAcb-Sp0,0,2.0008750000000024
Neu5Aca2-6Galb1-4GlcNAcb-Sp8,0,12.935575
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,17.135600000000007
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,12.742250000000002
Neu5Aca2-6Galb1-4Glcb-Sp8,0,13.775625
Neu5Aca2-6Galb-Sp8,0,18.674475
Neu5Aca2-8Neu5Aca-Sp8,0,8.447075000000002
Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,0,14.13465
Neu5Acb2-6GalNAca-Sp8,0,2.750449999999999
Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,0,6.655900000000001
Neu5Gca2-3Galb1-3GlcNAcb-Sp0,0,8.759974999999999
Neu5Gca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,-1.9421
